Manufacturer,Model,Description,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Combined,CO2 g/km
PEUGEOT,308,"1.6 THP 125 15"" & 16"" wheels",Petrol,7.5,4.3,5.4,125
PEUGEOT,308,"1.6 THP 125 17"" & 18"" wheels",Petrol,7.6,4.4,5.6,129
PEUGEOT,308,"1.6 THP 156 17"" & 18"" wheels",Petrol,7.6,4.4,5.6,129
PEUGEOT,308,PureTech 1.2 VTi 82 ,Petrol,6.3,4.2,5,114
PEUGEOT,5008,1.6 e-HDi 115 EGC Access,Diesel,4.9,4,4.3,113
PEUGEOT,5008,1.6 e-HDi 115 EGC Active,Diesel,4.9,4.5,4.7,123
PEUGEOT,5008,1.6 e-HDi 115 EGC Allure,Diesel,5.2,4.6,4.8,126
PEUGEOT,5008,1.6 HDi 115 Access,Diesel,5.9,4.3,4.9,128
PEUGEOT,5008,1.6 HDi 115 Active,Diesel,5.9,4.3,4.9,128
PEUGEOT,5008,1.6 HDi 115 Allure,Diesel,6.2,4.6,5.2,135
PEUGEOT,5008,1.6 THP 156 Allure,Petrol,9.7,5.5,7,163
PEUGEOT,5008,1.6 VTi 120,Petrol,9.4,5.5,6.9,159
PEUGEOT,5008,2.0 HDi 150 Active,Diesel,6.7,4.5,5.3,138
PEUGEOT,5008,2.0 HDi 150 Allure,Diesel,6.8,4.6,5.4,140
PEUGEOT,5008,2.0 HDi 163 Auto.,Diesel,7.8,5.5,6.3,164
PEUGEOT,508 RXH,HYbrid4 200,Diesel/Electric,3.8,4.1,4,104
PEUGEOT,508 SW,1.6 e-HDi 115 Access,Diesel,5,3.7,4.2,110
PEUGEOT,508 SW,1.6 e-HDi 115 Active,Diesel,5.2,3.8,4.3,112
PEUGEOT,508 SW,1.6 e-HDi 115 EGC,Diesel,4.6,3.7,4,105
PEUGEOT,508 SW,1.6 HDi 115,Diesel,5.4,3.8,4.4,115
PEUGEOT,508 SW,1.6 THP 156,Petrol,9.1,4.8,6.3,145
PEUGEOT,508 SW,2.0 HDi 140,Diesel,6.4,3.9,4.8,125
PEUGEOT,508 SW,2.0 HDi 163,Diesel,6.7,4,5,130
PEUGEOT,508 SW,2.0 HDi 163 Auto.,Diesel,7.6,4.6,5.7,149
PEUGEOT,508 SW,2.2 HDi 200 Auto.,Diesel,8.1,4.7,5.9,154
PEUGEOT,508 SW,2.2 HDi 200 Auto. 07/14 Production,Diesel,7.4,4.5,5.5,144
PEUGEOT,508,1.6 e-HDi 115 Access,Diesel,5,3.6,4.1,109
PEUGEOT,508,1.6 e-HDi 115 EGC,Diesel,4.6,3.7,4,104
PEUGEOT,508,1.6 eHDi 115 Active,Diesel,5.1,3.7,4.2,111
PEUGEOT,508,1.6 HDi 115,Diesel,5.4,3.8,4.4,114
PEUGEOT,508,1.6 THP 156,Petrol,9,4.7,6.2,144
PEUGEOT,508,2.0 HDi 140,Diesel,6.2,3.7,4.6,119
PEUGEOT,508,2.0 HDi 163,Diesel,6.7,3.9,4.9,129
PEUGEOT,508,2.0 HDi 163 Auto.,Diesel,7.6,4.6,5.7,149
PEUGEOT,508,2.2 HDi 200 Auto.,Diesel,8,4.4,5.7,150
PEUGEOT,508,2.2 HDi 200 Auto. 07/14 Production,Diesel,7,4.4,5.3,140
PEUGEOT,508,HYbrid4 200,Diesel/Electric,3.4,3.6,3.5,91
PEUGEOT,Bipper Tepee,1.3 HDi 75,Diesel,5.7,3.8,4.5,119
PEUGEOT,Bipper Tepee,1.3 HDi 75 EGC,Diesel,5,3.8,4.2,112
PEUGEOT,Expert Tepee,2.0 HDi 130,Diesel,7.6,6,6.6,172
PEUGEOT,Expert Tepee,2.0 HDi 163 Auto.,Diesel,9,6.8,7.6,199
PEUGEOT,Expert Tepee,2.0 HDi 98,Diesel,8.1,6.1,6.8,179
PEUGEOT,Expert Tepee,2.0 HDi 98 April 2014 production,Diesel,7.2,6,6.4,169
PEUGEOT,New 308 SW,1.6 HDi 92,Diesel,4.5,3.5,3.8,99
PEUGEOT,Partner Tepee,1.6 e-HDi 92 EGC,Diesel,5,4.4,4.6,120
PEUGEOT,Partner Tepee,1.6 e-HDi 92 EGC March 2014 Production,Diesel,4.8,4.3,4.4,115
PEUGEOT,Partner Tepee,1.6 HDi 115,Diesel,6.1,4.9,5.3,139
PEUGEOT,Partner Tepee,1.6 HDi 75,Diesel,6.1,4.6,5.2,135
PEUGEOT,Partner Tepee,1.6 HDi 92,Diesel,6.1,4.6,5.2,135
PEUGEOT,Partner Tepee,1.6 HDi 92 7 seat,Diesel,6.4,5,5.5,144
PEUGEOT,Partner Tepee,1.6 VTi 120,Petrol,9.4,5.8,7.1,164
PEUGEOT,Partner Tepee,1.6 VTi 98,Petrol,9.2,5.3,6.7,155
PEUGEOT,RCZ,1.6 THP 156,Petrol,8.9,5.1,6.4,149
PEUGEOT,RCZ,1.6 THP 156 Auto.,Petrol,10.3,5.5,7.3,168
PEUGEOT,RCZ,1.6 THP 200,Petrol,8.8,5.6,6.7,155
PEUGEOT,RCZ,2.0 HDi 163 ,Diesel,6.6,4.3,5.2,135
PEUGEOT,RCZ,2.0 HDi 163 08/14 Production,Diesel,6.5,4.2,5,130
PORSCHE,911,50th Anniversary Edition,Petrol,13.8,7.1,9.5,224
PORSCHE,911,50th Anniversary Edition PDK,Petrol,12.2,6.7,8.7,205
PORSCHE,911,Carrera 2,Petrol,12.8,6.8,9,212
PORSCHE,911,Carrera 2 Cabriolet,Petrol,13.1,7,9.2,217
PORSCHE,911,Carrera 2 Cabriolet PDK,Petrol,11.4,6.7,8.4,198
PORSCHE,911,Carrera 2 PDK,Petrol,11.2,6.5,8.2,194
PORSCHE,911,Carrera 2S,Petrol,13.8,7.1,9.5,224
PORSCHE,911,Carrera 2S Cabriolet,Petrol,14.1,7.2,9.7,229
PORSCHE,911,Carrera 2S Cabriolet PDK,Petrol,12.4,6.9,8.9,210
PORSCHE,911,Carrera 2S PDK,Petrol,12.2,6.7,8.7,205
PORSCHE,911,Carrera 4,Petrol,13.2,7.1,9.3,219
PORSCHE,911,Carrera 4 Cabriolet,Petrol,13.5,7.2,9.5,224
PORSCHE,911,Carrera 4 Cabriolet PDK,Petrol,11.9,6.9,8.7,205
PORSCHE,911,Carrera 4 PDK,Petrol,11.7,6.8,8.6,203
PORSCHE,911,Carrera 4S,Petrol,14.2,7.5,9.9,234
PORSCHE,911,Carrera 4S Cabriolet,Petrol,14.4,7.6,10,236
PORSCHE,911,Carrera 4S Cabriolet PDK,Petrol,12.9,7.1,9.2,217
PORSCHE,911,Carrera 4S PDK,Petrol,12.7,7,9.1,215
PORSCHE,911,GT3,Petrol,18.9,8.9,12.4,289
PORSCHE,911,Turbo,Petrol,13.2,7.7,9.7,227
PORSCHE,911,Turbo Cabriolet,Petrol,13.4,7.8,9.9,231
PORSCHE,911,Turbo S,Petrol,13.2,7.7,9.7,227
PORSCHE,911,Turbo S Cabriolet,Petrol,13.4,7.8,9.9,231
PORSCHE,Boxster,2.7,Petrol,11.4,6.3,8.2,192
PORSCHE,Boxster,2.7 PDK,Petrol,10.6,5.9,7.7,180
PORSCHE,Boxster,GTS,Petrol,12.7,7.1,9,211
PORSCHE,Boxster,S,Petrol,12.2,6.9,8.8,206
PORSCHE,Boxster,S PDK,Petrol,11.2,6.2,8,188
PORSCHE,Cayenne,3.0 Diesel Tiptronic S,Diesel,8.4,6.5,7.2,189
PORSCHE,Cayenne,3.6,Petrol,15.9,8.5,11.2,263
PORSCHE,Cayenne,3.6 Tiptronic S,Petrol,13.2,8,9.9,236
PORSCHE,Cayenne,GTS,Petrol,14.8,8.5,10.7,251
PORSCHE,Cayenne,S 4.2 Diesel Tiptronic S,Diesel,10,7.3,8.3,218
PORSCHE,Cayenne,S Hybrid,Petrol Hybrid,8.7,7.9,8.2,193
PORSCHE,Cayenne,S Tiptronic S,Petrol,14.4,8.2,10.5,245
PORSCHE,Cayenne,Turbo,Petrol,15.8,8.4,11.5,270
PORSCHE,Cayenne,Turbo S,Petrol,15.8,8.4,11.5,270
PORSCHE,Cayman,2.7,Petrol,11.4,6.3,8.2,192
PORSCHE,Cayman,2.7 PDK,Petrol,10.6,5.9,7.7,180
PORSCHE,Cayman,GTS,Petrol,12.7,7.1,9,211
PORSCHE,Cayman,S,Petrol,12.2,6.9,8.8,206
PORSCHE,Cayman,S PDK,Petrol,11.2,6.2,8,188
PORSCHE,Panamera,2 PDK,Petrol,11.2,6.8,8.4,196
PORSCHE,Panamera,3.0 Diesel Tiptronic S,Diesel,7.8,5.5,6.3,166
PORSCHE,Panamera,3.0 Diesel Tiptronic S 300HP,Diesel,7.7,5.6,6.4,169
PORSCHE,Panamera,4 PDK,Petrol,11.4,7.1,8.7,203
PORSCHE,Panamera,4S PDK,Petrol,12.2,7.2,8.9,208
PORSCHE,Panamera,GTS PDK,Petrol,15.7,7.8,10.7,249
PORSCHE,Panamera,S PDK,Petrol,11.9,6.9,8.7,204
PORSCHE,Panamera,Turbo PDK,Petrol,14.7,7.7,10.2,239
PORSCHE,Panamera,Turbo S,Petrol,14.7,7.7,10.2,239
RENAULT,Captur,1.5dCi Auto,Diesel,4.6,3.6,3.9,103
RENAULT,Captur,dCi 90 Auto EDC,Diesel,4.6,3.6,3.9,103
RENAULT,Captur,dCi 90 Stop Start,Diesel,4,3.4,3.6,95
RENAULT,Captur,TCE 120 EDC ,Petrol,6.6,4.7,5.4,125
RENAULT,Captur,TCE 90 Stop Start,Petrol,6,4.1,5,115
RENAULT,Clio 4,1.2 16V 75,Petrol,7,4.7,5.5,127
RENAULT,Clio 4,"dCi 90 16"" wheels",Diesel,4,3.2,3.4,90
RENAULT,Clio 4,"dCi 90 17"" wheels",Diesel,4,3.3,3.4,90
RENAULT,Clio 4,dCi 90 AUTO EDC,Diesel,4.3,3.3,3.7,95
RENAULT,Clio 4,dCi 90 ECO,Diesel,3.6,3,3.2,83
RENAULT,Clio 4,GT Line,Petrol,6.6,4.4,5.2,120
RENAULT,Clio 4,"TCE 90 16"" wheels",Petrol,5.5,3.9,4.5,104
RENAULT,Clio 4,"TCE 90 17"" wheels",Petrol,5.6,3.9,4.5,105
RENAULT,Clio 4,TCE 90 ECO,Petrol,5.3,3.7,4.3,99
RENAULT,Clio Renault Sport,2.0 200 & Cup,Petrol,11.2,6.5,8.2,190
RENAULT,Clio Renault Sport,Renaultsport,Petrol,8.1,5.1,6.3,144
RENAULT,Clio,1.2 16V 75,Petrol,7.6,4.9,5.8,135
RENAULT,Clio,1.2 Turbo 100,Petrol,7,4.5,5.4,125
RENAULT,Clio,1.5 dCi 88,Diesel,4.9,3.5,4,106
RENAULT,Clio,1.5 dCi 88 ECO,Diesel,4.3,3.2,3.6,94
RENAULT,Clio,1.6 VVT,Petrol,10,6.1,7.8,179
RENAULT,Grand Scénic,1.2 TCE 115 Stop Start,Petrol,7.5,5.4,6.1,140
RENAULT,Grand Scénic,1.2 TCE 130 Stop Start,Petrol,7.7,5.6,6.4,145
RENAULT,Grand Scénic,1.5 dCi 110 ,Diesel,5.5,4.1,4.6,120
RENAULT,Grand Scénic,1.5 dCi 110 EDC Auto,Diesel,5.4,4.3,4.7,124
RENAULT,Grand Scénic,1.5 dCi 110 Stop Start,Diesel,4.5,3.9,4.1,105
RENAULT,Grand Scénic,1.6 dCi 130 Stop Start,Diesel,5.1,4,4.4,114
RENAULT,Grand Scénic,1.6 VVT 110,Petrol,10.4,6.2,7.7,178
RENAULT,Mégane Coupé Cabriolet,1.6 dCi 130 Stop Start,Diesel,5.3,3.9,4.4,115
RENAULT,Mégane Coupé Cabriolet,dCi 110 ECC FAP,Diesel,5.8,4.2,4.8,124
RENAULT,Mégane Coupé Cabriolet,dCi 110 Stop Start,Diesel,4.9,4.2,4.5,115
RENAULT,Mégane Coupé Cabriolet,TCE 130 Stop Start,Petrol,7.9,5.5,6.4,145
RENAULT,Mégane Coupé,1.2 TCE 115 Stop Start,Petrol,6.4,4.6,5.3,119
RENAULT,Mégane Coupé,1.2 TCE 130,Petrol,6.7,4.6,5.4,124
RENAULT,Mégane Coupé,1.6 110,Petrol,9.4,5.5,6.9,159
RENAULT,Mégane Coupé,dCi 110 ,Diesel,5.1,3.7,4.2,110
RENAULT,Mégane Coupé,dCi 110 Auto EDC,Diesel,5.1,3.7,4.2,110
RENAULT,Mégane Coupé,dCi 110 Stop Start ,Diesel,3.9,3.2,3.5,90
RENAULT,Mégane Coupé,dCi 130 Stop Start,Diesel,4.8,3.6,4,104
RENAULT,Mégane Coupé,dCi 165,Diesel,6.9,4.9,5.6,145
RENAULT,Mégane Coupé,dCi 90,Diesel,4.8,3.6,4,104
RENAULT,Mégane Hatchback,1.6 VVT110,Petrol,9.4,5.5,6.9,159
RENAULT,Mégane Hatchback,dCi 110 Auto EDC,Diesel,5.1,3.7,4.2,110
RENAULT,Mégane Hatchback,dCi 110 Stop Start,Diesel,3.9,3.2,3.5,90
RENAULT,Mégane Hatchback,dCi 130 Stop Start,Diesel,4.8,3.6,4,104
RENAULT,Mégane Hatchback,TCE 115 Stop Start,Petrol,6.4,4.6,5.3,119
RENAULT,Mégane Hatchback,TCE 130 EDC,Petrol,6.9,4.8,5.6,130
RENAULT,Mégane Hatchback,TCE 220 Stop Start,Petrol,9.6,6,7.3,169
RENAULT,Mégane Renault Sport,265 Cup & Stop Start,Petrol,9.8,6.2,7.5,174
RENAULT,Mégane Sport Tourer,1.6 VVT 110,Petrol,9.4,5.5,6.9,159
RENAULT,Mégane Sport Tourer,dCi 110 Auto EDC,Diesel,5.1,3.7,4.2,110
RENAULT,Mégane Sport Tourer,dCi 110 Stop Start,Diesel,3.9,3.2,3.5,90
RENAULT,Mégane Sport Tourer,dCi 130 Stop Start,Diesel,4.8,3.6,4,104
RENAULT,Mégane Sport Tourer,TCE 115 Stop Start,Petrol,6.4,4.6,5.3,119
RENAULT,Mégane Sport Tourer,TCE 130 EDC,Petrol,6.9,4.8,5.6,130
RENAULT,Mégane Sport Tourer,TEC 220 Stop Start,Petrol,9.6,6,7.3,169
RENAULT,Scénic X MOD,1.2 TCE 115 Stop Start,Petrol,7.5,5.4,6.1,140
RENAULT,Scénic X MOD,1.2 TCE 130 Stop Start,Petrol,7.7,5.6,6.4,145
RENAULT,Scénic X MOD,1.5 dCi 110,Diesel,5.5,4.1,4.6,120
RENAULT,Scénic X MOD,1.5 dCi 110 Stop Start,Diesel,4.5,3.9,4.1,105
RENAULT,Scénic X MOD,1.6 dCi 130 Stop Start,Diesel,5.1,4,4.4,114
RENAULT,Scénic X MOD,1.6 VVT 110,Petrol,10.1,5.9,7.4,174
RENAULT,Scénic,1.2 TCE 115 Stop Start,Petrol,7.2,5.2,5.9,135
RENAULT,Scénic,1.2 TCE 130 Stop Start,Petrol,7.5,5.4,6.2,140
RENAULT,Scénic,1.5 dCi 110 ,Diesel,5.5,4.1,4.6,120
RENAULT,Scénic,1.5 dCi 110 EDC Auto,Diesel,5.4,4.3,4.7,124
RENAULT,Scénic,1.5 dCi 110 Stop Start,Diesel,4.5,3.9,4.1,105
RENAULT,Scénic,1.6 dCi 130 Stop Start,Diesel,5.1,4,4.4,114
RENAULT,Scénic,1.6 VVT 110,Petrol,10.1,5.9,7.4,174
RENAULT,Twingo,1.2 16V 75,Petrol,6.7,4.2,5.1,119
RENAULT,Twingo,Renault Sport 133,Petrol,8.7,5.4,6.5,150
ROLLS ROYCE,Phantom,Coupé,Petrol,22.8,10.2,14.8,347
ROLLS ROYCE,Phantom,Drophead Coupé,Petrol,22.8,10.2,14.8,347
ROLLS ROYCE,Phantom,Extended Wheel Base,Petrol,23,10.2,14.9,349
ROLLS ROYCE,Phantom,Phantom,Petrol,22.8,10.2,14.8,347
SEAT,Alhambra,1.4 TSI 150PS ,Petrol,9.2,6.1,7.2,167
SEAT,Alhambra,1.4 TSI 150PS DSG ,Petrol,9.4,6.6,7.6,178
SEAT,Alhambra,2.0 CR TDI 115PS Ecomotive,Diesel,6.9,4.9,5.6,146
SEAT,Alhambra,2.0 CR TDI 140PS DSG ,Diesel,6.9,5,5.7,149
SEAT,Alhambra,2.0 CR TDI 140PS Ecomotive,Diesel,6.9,4.9,5.6,146
SEAT,Alhambra,2.0 CR TDI 170PS ,Diesel,7.3,5,5.8,152
SEAT,Alhambra,2.0 CR TDI 170PS DSG ,Diesel,6.7,5.4,5.9,154
SEAT,Alhambra,2.0 CR TDI 177PS,Diesel,7.5,5.2,6,158
SEAT,Alhambra,2.0 CR TDI 177PS DSG,Diesel,6.7,5.4,5.9,154
SEAT,Altea XL,1.2 TSI 105PS ,Petrol,6.9,5.1,5.7,132
SEAT,Altea XL,1.4 TSI 125PS,Petrol,8.2,5.5,6.5,152
SEAT,Altea XL,1.6 CR TDI 105PS Ecomotive,Diesel,5.2,4.1,4.5,119
SEAT,Altea XL,1.6 CR TDI 105PS w/ 7speed DSG,Diesel,5.8,4.4,4.9,129
SEAT,Altea XL,2.0 CR TDI 140PS,Diesel,6.2,4.2,4.9,129
SEAT,Altea XL,2.0 CR TDI 140PS DSG,Diesel,6.9,4.7,5.5,144
SEAT,Altea,1.2 TSI 105PS ,Petrol,6.9,5.1,5.7,132
SEAT,Altea,1.4 85PS ,Petrol,8.6,5.4,6.5,152
SEAT,Altea,1.4 TSI 125PS,Petrol,8.2,5.5,6.5,152
SEAT,Altea,1.6 CR TDI 105PS Ecomotive,Diesel,5.2,4.1,4.5,119
SEAT,Altea,1.6 CR TDI 105PS w/ 7speed DSG,Diesel,5.8,4.4,4.9,129
SEAT,Altea,2.0 CR TDI 140PS,Diesel,6.2,4.2,4.9,129
SEAT,Altea,2.0 CR TDI 140PS DSG,Diesel,6.9,4.7,5.5,144
SEAT,Exeo ST,2.0 CR TDI 120PS,Diesel,7.1,3.8,5,132
SEAT,Exeo ST,2.0 CR TDI 143PS,Diesel,7.1,3.8,5,132
SEAT,Exeo ST,2.0 CR TDI 143PS Multitronic,Diesel,7.3,4.6,5.5,146
SEAT,Exeo ST,2.0 CR TDI 170PS,Diesel,7.6,4.2,5.4,142
SEAT,Exeo ST,2.0 TSI 211PS,Petrol,9.7,5.4,7,162
SEAT,Exeo,2.0 CR TDI 120PS,Diesel,6.8,3.8,4.8,129
SEAT,Exeo,2.0 CR TDI 143PS,Diesel,6.8,3.8,4.8,129
SEAT,Exeo,2.0 CR TDI 143PS Multitronic,Diesel,7.3,4.6,5.5,146
SEAT,Exeo,2.0 CR TDI 170PS,Diesel,7.6,4.2,5.4,142
SEAT,Exeo,2.0 TSI 211PS,Petrol,9.6,5.3,6.9,159
SEAT,Ibiza 5 door,1.2 12v 70PS,Petrol,7.1,4.4,5.4,125
SEAT,Ibiza 5 door,1.2 CR TDI 75PS,Diesel,4.8,3.4,3.9,102
SEAT,Ibiza 5 door,1.2 CR TDI 75PS Ecomotive,Diesel,4.2,3.1,3.5,92
SEAT,Ibiza 5 door,1.2 TSI 105PS ,Petrol,6.5,4.4,5.1,119
SEAT,Ibiza 5 door,1.2 TSI 105PS 7speed DSG,Petrol,7,4.4,5.3,124
SEAT,Ibiza 5 door,1.4 16v 85PS,Petrol,8,4.7,5.9,139
SEAT,Ibiza 5 door,1.4 TSI 150PS 7speed DSG,Petrol,8.1,5.3,6.3,146
SEAT,Ibiza 5 door,1.6 CR TDI 105PS,Diesel,5.4,3.6,4.3,112
SEAT,Ibiza 5 door,2.0 CR TDI 143PS FR,Diesel,6,4,4.7,123
SEAT,Ibiza Coupé,1.2 12v 60PS,Petrol,7.1,4.4,5.4,125
SEAT,Ibiza Coupé,1.2 12v 70PS,Petrol,7.1,4.4,5.4,125
SEAT,Ibiza Coupé,1.2 CR TDI 75PS,Diesel,4.8,3.4,3.9,102
SEAT,Ibiza Coupé,1.2 CR TDI 75PS Ecomotive,Diesel,4.2,3.1,3.5,92
SEAT,Ibiza Coupé,1.2 TSI 105PS ,Petrol,6.5,4.4,5.1,119
SEAT,Ibiza Coupé,1.2 TSI 105PS 7speed DSG,Petrol,7,4.4,5.3,124
SEAT,Ibiza Coupé,1.4 16v 85PS,Petrol,8,4.7,5.9,139
SEAT,Ibiza Coupé,1.6 CR TDI 105PS,Diesel,5.4,3.6,4.3,112
SEAT,Ibiza Coupé,2.0 CR TDI 143PS FR,Diesel,6,4,4.7,123
SEAT,Ibiza Coupé,CUPRA 1.4 TSI 180PS w/ 7speed DSG,Petrol,8.3,5.3,6.4,148
SEAT,Ibiza Coupé,FR 1.4 TSI 150PS 7speed DSG,Petrol,8.1,5.3,6.3,146
SEAT,Ibiza ST,1.2 12v 70PS,Petrol,7.1,4.4,5.4,125
SEAT,Ibiza ST,1.2 CR TDI 75PS,Diesel,4.9,3.5,4,105
SEAT,Ibiza ST,1.2 CR TDI 75PS Ecomotive,Diesel,4.2,3.1,3.5,92
SEAT,Ibiza ST,1.2 TSI 105PS ,Petrol,6.5,4.4,5.1,119
SEAT,Ibiza ST,1.2 TSI 105PS 7speed DSG,Petrol,7,4.4,5.3,124
SEAT,Ibiza ST,1.2 TSI 105PS DSG,Petrol,7,4.4,5.3,124
SEAT,Ibiza ST,1.4 85PS,Petrol,8,4.7,5.9,139
SEAT,Ibiza ST,1.6 CR TDI 105PS,Diesel,5.4,3.6,4.3,112
SEAT,Leon,1.2 TSI 105PS ,Petrol,6.5,4.7,5.4,124
SEAT,Leon,1.4 85PS,Petrol,8.4,5.1,6.3,147
SEAT,Leon,1.4 TSI 125PS,Petrol,8,5.2,6.2,145
SEAT,Leon,1.6 CR TDI 105PS Ecomotive ,Diesel,4.7,3.4,3.8,99
SEAT,Leon,1.6 CR TDI 105PS w/ 7speed DSG,Diesel,5.6,4.2,4.7,123
SEAT,Leon,2.0 TDI 140PS,Diesel,6.1,4.1,4.8,125
SEAT,Leon,2.0 TDI 140PS DSG,Diesel,6.7,4.5,5.3,139
SEAT,Leon,CUPRA 2.0 TFSI 240PS,Petrol,10.7,6.6,8.1,190
SEAT,Leon,CUPRA R 2.0 TSI 265PS,Petrol,10.7,6.6,8.1,190
SEAT,Leon,FR 2.0 CR TDI 170PS ,Diesel,6.5,4.3,5.1,134
SEAT,Leon,FR 2.0 CR TDI 170PS DSG ,Diesel,7.1,4.8,5.6,148
SEAT,Leon,FR 2.0 TSI 211PS,Petrol,10,5.7,7.3,170
SEAT,Leon,FR 2.0 TSI 211PS DSG,Petrol,9.9,6,7.5,174
SEAT,Mii,1.0 60PS,Petrol,5.6,3.9,4.5,105
SEAT,Mii,1.0 60PS Ecomotive,Petrol,5,3.6,4.1,96
SEAT,Mii,1.0 75PS,Petrol,5.9,4,4.7,108
SKODA,Citigo,1.0 MPI 60PS,Petrol,5.6,3.9,4.5,105
SKODA,Citigo,1.0 MPI 60PS ,Petrol,5,3.6,4.1,95
SKODA,Citigo,1.0 MPI 60PS ASG,Petrol,5.3,3.9,4.5,103
SKODA,Citigo,1.0 MPI 75PS ,Petrol,5.1,3.7,4.2,98
SKODA,Citigo,1.0 MPI 75PS ASG,Petrol,5.5,4,4.5,105
SKODA,Fabia Estate,1.2 12V 69PS ,Petrol,7.3,4.5,5.5,128
SKODA,Fabia Estate,1.2 TDI CR 75PS GreenLine II,Diesel,4.1,3,3.4,89
SKODA,Fabia Estate,1.2 TSI 105PS,Petrol,6.8,4.5,5.3,124
SKODA,Fabia Estate,1.2 TSI 105PS w/ 7speed DSG,Petrol,7,4.4,5.3,124
SKODA,Fabia Estate,1.2 TSI 86PS,Petrol,6.6,4.4,5.2,121
SKODA,Fabia Estate,1.4 TSI 180PS 7speed DSG vRS,Petrol,7.7,5.2,6.2,148
SKODA,Fabia Estate,1.6 TDI CR 105PS,Diesel,5.1,3.6,4.2,109
SKODA,Fabia Estate,1.6 TDI CR 75PS,Diesel,5.1,3.6,4.2,109
SKODA,Fabia Estate,1.6 TDI CR 90PS,Diesel,5.1,3.6,4.2,109
SKODA,Fabia Hatchback,1.2 12V 60PS,Petrol,7.3,4.5,5.5,128
SKODA,Fabia Hatchback,1.2 12V 69PS ,Petrol,7.3,4.5,5.5,128
SKODA,Fabia Hatchback,1.2 TDI CR 75PS GreenLine II,Diesel,4.1,3,3.4,89
SKODA,Fabia Hatchback,1.2 TSI 105PS,Petrol,6.8,4.5,5.3,124
SKODA,Fabia Hatchback,1.2 TSI 105PS w/ 7speed DSG,Petrol,7,4.4,5.3,124
SKODA,Fabia Hatchback,1.2 TSI 86PS,Petrol,6.6,4.4,5.2,121
SKODA,Fabia Hatchback,1.4 TSI 180PS 7speed DSG vRS,Petrol,7.7,5.2,6.2,148
SKODA,Fabia Hatchback,1.6 TDI CR 105PS ,Diesel,5.1,3.6,4.2,109
SKODA,Fabia Hatchback,1.6 TDI CR 75PS ,Diesel,5.1,3.6,4.2,109
SKODA,Fabia Hatchback,1.6 TDI CR 90PS,Diesel,5.1,3.6,4.2,109
SKODA,New Octavia Estate,1.2 TSI 105PS ,Petrol,6,4.5,5.1,117
SKODA,New Octavia Estate,1.2 TSI 105PS 7speed DSG ,Petrol,5.8,4.5,5,115
SKODA,New Octavia Estate,1.4 TSI 140PS ,Petrol,6.5,4.6,5.3,121
SKODA,New Octavia Estate,1.4 TSI 140PS 7speed DSG,Petrol,6.1,4.4,5,116
SKODA,New Octavia Estate,1.6 TDI 105PS ,Diesel,4.6,3.3,3.8,99
SKODA,New Octavia Estate,1.6 TDI 105PS 4x4,Diesel,5.5,4,4.5,119
SKODA,New Octavia Estate,1.6 TDI 105PS DSG ,Diesel,4.8,3.6,4,104
SKODA,New Octavia Estate,1.6 TDI 110PS GreenLine,Diesel,3.8,3,3.2,85
SKODA,New Octavia Estate,2.0 TDI 150PS ,Diesel,5.1,3.7,4.2,110
SKODA,New Octavia Estate,2.0 TDI 150PS 4x4,Diesel,5.9,4.3,4.9,124
SKODA,New Octavia Estate,2.0 TDI 150PS DSG ,Diesel,5.4,4.1,4.5,119
SKODA,New Octavia Estate,2.0 TDI 184PS DSG vRS,Diesel,6,4.4,5.1,132
SKODA,New Octavia Estate,2.0 TDI 184PS vRS,Diesel,5.7,3.6,4.6,119
SKODA,New Octavia,1.2 TSI 105PS ,Petrol,5.9,4.4,4.9,114
SKODA,New Octavia,1.2 TSI 105PS 7speed DSG,Petrol,5.8,4.5,5,115
SKODA,New Octavia,1.4 FSI 140PS ,Petrol,6.5,4.6,5.3,121
SKODA,New Octavia,1.4 TSI 140PS 7speed DSG ,Petrol,6.1,4.4,5,116
SKODA,New Octavia,1.6 CR TDI 105PS,Diesel,4.6,3.3,3.8,99
SKODA,New Octavia,1.6 CR TDI 105PS DSG,Diesel,4.6,3.5,3.9,102
SKODA,New Octavia,1.6 TDI 110PS GreenLine,Diesel,3.8,3,3.2,85
SKODA,New Octavia,2.0 CR TDI 150PS,Diesel,5,3.6,4.1,106
SKODA,New Octavia,2.0 CR TDI 150PS DSG,Diesel,5.4,4.1,4.5,119
SKODA,New Octavia,2.0 TDI 184PS DSG vRS,Diesel,5.9,4.3,5,129
SKODA,New Octavia,2.0 TDI 184PS vRS,Diesel,5.7,3.9,4.6,119
SKODA,New Superb Estate,1.4 TSI 125PS,Petrol,8,5,6.1,142
SKODA,New Superb Estate,1.6 TDI 105PS,Diesel,5.3,4.1,4.6,119
SKODA,New Superb Estate,1.6 TDI 105PS Greenline,Diesel,5.2,3.8,4.3,113
SKODA,New Superb Estate,1.8 TSI 160PS ,Petrol,9.5,5.3,6.9,160
SKODA,New Superb Estate,1.8 TSI 160PS 7speed DSG ,Petrol,9.4,5.7,7.1,164
SKODA,New Superb Estate,2.0 TDI 140PS,Diesel,5.6,4,4.6,121
SKODA,New Superb Estate,2.0 TDI 140PS 4x4,Diesel,6.6,4.6,5.3,139
SKODA,New Superb Estate,2.0 TDI 140PS DSG,Diesel,6.3,4.5,5.2,137
